parent_category;subcategory;front_de;back_de;front_en;back_en;is_bidirectional
Energie;Energieträger und Stromerzeugung;Warum ist der Wirkungsgrad von Wasserstoff und E-Fuels ein Thema?;Bei jeder Umwandlung geht Energie verloren. Bei grünem Wasserstoff kommt am Ende oft nur rund die Hälfte der eingesetzten Stromenergie an, bei E-Fuels häufig nur ein Fünftel bis ein Viertel. Ein Elektroauto nutzt den Strom viel direkter. Deshalb setzt man Wasserstoff und E-Fuels vor allem dort ein, wo Batterien schlecht passen, etwa in Industrie, Schiffen oder Flugzeugen.;Why is the efficiency of hydrogen and e-fuels an issue?;"Energy is lost at every conversion step. With green hydrogen, often only about half of the electricity used arrives in the end; with e-fuels frequently only a fifth to a quarter. An electric car uses the electricity far more directly. That is why hydrogen and e-fuels are used mainly where batteries fit poorly, such as in industry, ships or aircraft.";0
Energie;Energieträger und Stromerzeugung;Was ist eine Brennstoffzelle?;Eine Brennstoffzelle wandelt Wasserstoff direkt in Strom um, ohne ihn zu verbrennen. Sie ist gewissermaßen das Gegenstück zur Elektrolyse. Als Abgas entsteht nur Wasser. Brennstoffzellen werden zum Beispiel in manchen Fahrzeugen und zur Notstromversorgung eingesetzt.;What is a fuel cell?;A fuel cell converts hydrogen directly into electricity without burning it. It is in effect the reverse of electrolysis. The only exhaust is water. Fuel cells are used, for example, in some vehicles and for backup power.;0
Energie;Energieträger und Stromerzeugung;Was bedeuten die Farben bei Wasserstoff, etwa grün und grau?;Die Farben beschreiben, wie der Wasserstoff hergestellt wurde. Grüner Wasserstoff entsteht per Elektrolyse mit Strom aus erneuerbaren Quellen. Grauer Wasserstoff wird aus Erdgas gewonnen und setzt dabei CO2 frei. Blauer Wasserstoff stammt ebenfalls aus Erdgas, das CO2 wird aber abgeschieden und gespeichert. Die Farbe sagt also etwas über die Klimawirkung.;What do the colours of hydrogen mean, such as green and grey?;The colours describe how the hydrogen was produced. Green hydrogen is made by electrolysis using electricity from renewable sources. Grey hydrogen is made from natural gas and releases CO2 in the process. Blue hydrogen also comes from natural gas, but the CO2 is captured and stored. So the colour says something about the climate impact.;0
Energie;Energieträger und Stromerzeugung;Was ist ein Pumpspeicherkraftwerk?;Ein Pumpspeicherkraftwerk speichert Energie mit Wasser. Bei Stromüberschuss pumpt es Wasser in ein höher gelegenes Becken. Wird Strom gebraucht, lässt man das Wasser wieder nach unten durch eine Turbine fließen. Es ist heute die wichtigste großtechnische Möglichkeit, größere Mengen Strom zu speichern, und ergänzt Batteriespeicher.;What is a pumped-storage power plant?;A pumped-storage plant stores energy using water. When there is surplus electricity, it pumps water up into a higher reservoir. When electricity is needed, the water is released back down through a turbine. Today it is the most important large-scale way to store larger amounts of electricity, complementing battery storage.;0
Energie;Energieträger und Stromerzeugung;Wie kann man fossile, erneuerbare und nukleare Energieträger grob einordnen?;Fossile Energieträger wie Kohle, Erdöl und Erdgas sind gespeicherte Sonnenenergie aus der Urzeit, gut speicherbar, aber begrenzt und klimaschädlich. Erneuerbare wie Wind, Sonne und Wasser sind praktisch unerschöpflich und klimafreundlich, dafür teils schwankend. Kernenergie liefert im Betrieb fast CO2-frei viel Strom, erzeugt aber radioaktiven Abfall. Diese drei Gruppen unterscheiden sich in Verfügbarkeit, Klimawirkung und Steuerbarkeit.;How can you roughly classify fossil, renewable and nuclear energy sources?;Fossil fuels such as coal, oil and gas are stored solar energy from ancient times, easy to store but limited and harmful to the climate. Renewables such as wind, sun and water are practically inexhaustible and climate-friendly, but partly variable. Nuclear energy delivers a lot of electricity with almost no CO2 during operation, but produces radioactive waste. These three groups differ in availability, climate impact and controllability.;0
Energie;Energieträger und Stromerzeugung;Was bedeutet grundlastfähig und welche Energieträger sind es?;Grundlastfähig heißt, dass eine Anlage rund um die Uhr eine gleichmäßige Leistung liefern kann, unabhängig vom Wetter. Kohle-, Gas-, Kern- und Wasserkraftwerke können das grundsätzlich. Wind und Sonne sind es nicht, weil sie vom Wetter abhängen. Deshalb braucht ein System mit viel Wind und Sonne zusätzlich Speicher und flexible Kraftwerke.;What does baseload-capable mean and which sources are?;Baseload-capable means a plant can deliver steady output around the clock, regardless of the weather. Coal, gas, nuclear and hydro plants can generally do this. Wind and sun cannot, because they depend on the weather. That is why a system with a lot of wind and sun also needs storage and flexible power plants.;0
Energie;Stromnetz und Übertragungsnetz;Welche Hauptbereiche hat ein Stromsystem?;Ein Stromsystem umfasst Erzeugung, Übertragung, Verteilung und Verbrauch. Zusätzlich gehören Messung, Marktprozesse, Systemführung und Regelung dazu.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Übertragungsnetz?;Das Übertragungsnetz transportiert große elektrische Leistungen über weite Entfernungen. Es arbeitet mit sehr hohen Spannungen und verbindet Regionen, Erzeugungszentren und Nachbarländer.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Verteilnetz?;Das Verteilnetz verteilt elektrische Energie von Umspannwerken zu Gewerbe, Industrie und Haushalten.;;;0
Energie;Stromnetz und Übertragungsnetz;Welche Spannungsebenen gibt es?;Man unterscheidet grundsätzlich Höchstspannung, Hochspannung, Mittelspannung und Niederspannung. Die genauen Spannungswerte können je nach Netz und Anwendung variieren.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Freileitungsmast?;Ein Freileitungsmast trägt Leiterseile und hält sie mit ausreichendem Abstand zu Boden und anderen Bauteilen.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Leiterseil?;Ein Leiterseil führt den elektrischen Strom einer Freileitung. Es besteht häufig aus Aluminium oder Aluminiumlegierungen und kann mechanisch verstärkt sein.;;;0
Energie;Stromnetz und Übertragungsnetz;Was machen Isolatoren?;Isolatoren halten Leiterseile am Mast und isolieren sie elektrisch vom Mast. Dadurch wird ein Stromfluss zur Erde verhindert.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Erdkabel?;Ein Erdkabel führt elektrische Energie unterirdisch. Es benötigt Isolation, mechanischen Schutz und ausreichende Wärmeabfuhr.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Umspannwerk?;Ein Umspannwerk verbindet Netzebenen oder Leitungen. Dort kann die Spannung verändert, geschaltet, gemessen und geschützt werden.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist eine Schaltanlage?;Eine Schaltanlage verbindet, schützt und schaltet elektrische Betriebsmittel. Dazu gehören unter anderem Sammelschienen, Leistungsschalter und Messwandler.;;;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Leistungsschalter?;Ein Leistungsschalter kann Stromkreise im Normalbetrieb und bei Fehlern schalten. Bei einem Kurzschluss kann er den Fehlerstrom sicher unterbrechen.;;;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Schutzrelais?;Ein Schutzrelais überwacht elektrische Größen und erkennt unzulässige Zustände. Es kann einen Leistungsschalter auslösen und den Fehler begrenzen.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist eine Sammelschiene?;Eine Sammelschiene ist ein leitfähiger Verbindungspunkt in einer Schaltanlage. Über sie werden mehrere Leitungen oder Betriebsmittel verbunden.;;;0
Energie;Stromnetz und Übertragungsnetz;Warum wird Spannung für den Transport erhöht?;Bei gleicher Leistung führt eine höhere Spannung zu einem kleineren Strom. Dadurch sinken die ohmschen Leitungsverluste, die ungefähr mit I² · R wachsen.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Messwandler?;Ein Messwandler bildet hohe Spannungen oder Ströme auf kleinere messbare Werte ab. So können Mess- und Schutzgeräte sicher angeschlossen werden.;;;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Übertragungsnetzbetreiber?;Ein Übertragungsnetzbetreiber betreibt das Höchstspannungsnetz, hält die Systemsicherheit aufrecht, koordiniert Stromflüsse und sorgt für den Ausgleich von Erzeugung und Verbrauch.;;;0
Energie;Stromnetz und Übertragungsnetz;Was macht TenneT grundsätzlich?;TenneT ist ein Übertragungsnetzbetreiber. TenneT betreibt Übertragungsnetze, überwacht den Systemzustand und koordiniert Maßnahmen für einen sicheren Netzbetrieb.;;;0
Energie;Stromnetz und Übertragungsnetz;Was macht 50Hertz grundsätzlich?;50Hertz ist ein Übertragungsnetzbetreiber. Das Unternehmen betreibt einen Teil des deutschen Übertragungsnetzes und koordiniert Maßnahmen für einen sicheren Stromtransport.;;;0
Energie;Stromnetz und Übertragungsnetz;Was bedeutet das N-1-Prinzip?;Das N-1-Prinzip bedeutet, dass der Ausfall eines einzelnen wichtigen Betriebsmittels beherrschbar sein soll, ohne dass die Systemsicherheit verloren geht.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Netzengpass?;Ein Netzengpass liegt vor, wenn eine Leitung oder ein anderes Betriebsmittel seine thermischen, elektrischen oder stabilitätsbedingten Grenzen erreicht.;;;0
Energie;Stromnetz und Übertragungsnetz;Was passiert bei zu wenig Erzeugungsleistung?;Bei zu wenig Erzeugungsleistung sinkt die Netzfrequenz tendenziell. Regelreserven müssen zusätzliche Leistung bereitstellen oder Verbrauch muss angepasst werden.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist Systemführung?;Systemführung umfasst die Überwachung, Bewertung und Steuerung des Stromnetzes. Dazu gehören Messungen, Prognosen, Schalthandlungen und Sicherheitsmaßnahmen.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist HGÜ?;HGÜ bedeutet Hochspannungs-Gleichstrom-Übertragung. Sie wird für große Leistungen über lange Entfernungen oder für bestimmte Seekabelverbindungen eingesetzt.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Konverter bei einer HGÜ-Verbindung?;Ein Konverter wandelt Wechselstrom in Gleichstrom oder Gleichstrom in Wechselstrom um. Dadurch kann die HGÜ-Verbindung an Wechselstromnetze angeschlossen werden.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Offshore-Netz?;Ein Offshore-Netz verbindet Erzeugungsanlagen auf See mit dem Land und kann mehrere Netzbereiche miteinander verbinden.;;;0
Energie;Stromnetz und Übertragungsnetz;Was ist Blindleistungskompensation und warum braucht man sie?;Weil Blindleistung die Leitungen belastet und die Spannung beeinflusst, wird sie möglichst dort erzeugt oder aufgenommen, wo sie gebraucht wird. Dafür nutzt man Geräte wie Kondensatoren, Drosseln oder moderne Anlagen wie STATCOM. Netzbetreiber setzen sie ein, um die Spannung im vorgeschriebenen Bereich zu halten und Leitungen zu entlasten.;What is reactive power compensation and why is it needed?;Because reactive power loads the lines and affects the voltage, it is generated or absorbed as close as possible to where it is needed. This is done with devices such as capacitors, reactors or modern equipment like STATCOM. Grid operators use them to keep the voltage within the required range and to relieve the lines.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Spannungshaltung im Stromnetz?;Spannungshaltung bedeutet, die Spannung an jedem Punkt des Netzes in einem engen erlaubten Bereich zu halten. Wird zu viel oder zu wenig Leistung übertragen, kann die Spannung steigen oder sinken. Netzbetreiber gleichen das unter anderem mit Blindleistung, Transformatorstufen und Kompensationsanlagen aus. Stabile Spannung schützt Geräte und Netz.;What is voltage control in the power grid?;Voltage control means keeping the voltage at every point of the grid within a narrow permitted range. If too much or too little power is transmitted, the voltage can rise or fall. Grid operators balance this using reactive power, transformer tap changers and compensation equipment, among other things. Stable voltage protects both devices and the grid.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Trennschalter und wie unterscheidet er sich vom Leistungsschalter?;Ein Leistungsschalter kann einen Stromkreis auch unter Last und im Fehlerfall schnell und sicher unterbrechen. Ein Trennschalter dagegen wird nur geschaltet, wenn kein Strom fließt, und stellt eine sichtbare, sichere Trennung her, etwa für Wartungsarbeiten. Beide zusammen sorgen für sicheres Schalten in Umspannwerken.;What is a disconnector and how does it differ from a circuit breaker?;A circuit breaker can interrupt a circuit quickly and safely even under load and during a fault. A disconnector, by contrast, is only operated when no current flows and creates a visible, safe separation, for example for maintenance work. Together they allow safe switching in substations.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Schwarzstartfähigkeit?;Schwarzstartfähig ist ein Kraftwerk, das nach einem großflächigen Stromausfall ohne Strom von außen wieder anlaufen kann. Solche Kraftwerke sind wichtig, um nach einem Blackout Schritt für Schritt das Netz wieder aufzubauen. Nicht jedes Kraftwerk kann das, denn viele brauchen selbst erst Strom, um zu starten.;What is black-start capability?;A black-start-capable power plant can restart after a widespread blackout without electricity from outside. Such plants are important for rebuilding the grid step by step after a blackout. Not every plant can do this, because many need electricity themselves in order to start.;0
Energie;Strommarkt und Marktkommunikation;Was ist der Day-Ahead-Markt?;Am Day-Ahead-Markt werden Strommengen für den folgenden Tag gehandelt. Die Gebote werden vor dem Lieferzeitpunkt zusammengeführt.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist der Intraday-Markt?;Am Intraday-Markt können Marktteilnehmer ihre Positionen näher am Lieferzeitpunkt anpassen. Das ist bei veränderten Prognosen besonders wichtig.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist die Merit-Order?;Die Merit-Order ordnet verfügbare Kraftwerke nach ihren kurzfristigen Grenzkosten. Günstigere Angebote werden grundsätzlich zuerst berücksichtigt.;;;0
Energie;Strommarkt und Marktkommunikation;Warum kann der Strompreis steigen?;Der Preis kann steigen, wenn die Nachfrage hoch ist, günstige Erzeugung fehlt oder Brennstoff- und CO₂-Kosten steigen.;;;0
Energie;Strommarkt und Marktkommunikation;Warum können negative Strompreise entstehen?;Negative Preise können entstehen, wenn viel Strom angeboten wird, die Nachfrage gering ist und Anlagen oder Marktteilnehmer nicht kurzfristig reagieren können.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Bilanzkreis?;Ein Bilanzkreis ist eine virtuelle energiewirtschaftliche Einheit, in der Einspeisungen, Entnahmen und Handelsgeschäfte bilanziell zusammengefasst werden.;;;0
Energie;Strommarkt und Marktkommunikation;Was macht ein Bilanzkreisverantwortlicher?;Er plant und verantwortet die Fahrpläne seines Bilanzkreises. Abweichungen zwischen Planung und tatsächlicher Einspeisung oder Entnahme werden bilanziell ausgeglichen.;;;0
Energie;Strommarkt und Marktkommunikation;Was macht ein Stromlieferant?;Ein Stromlieferant verkauft Strom an Kunden und übernimmt die energiewirtschaftliche Belieferung. Er ist nicht automatisch Betreiber des lokalen Netzes.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Fahrplan?;Ein Fahrplan beschreibt, welche Leistung oder Energiemenge zu bestimmten Zeitpunkten voraussichtlich erzeugt, verbraucht oder ausgetauscht wird.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Regelzone?;Eine Regelzone ist ein abgegrenzter Netzbereich, für dessen Bilanz zwischen Erzeugung und Verbrauch ein Übertragungsnetzbetreiber verantwortlich ist.;;;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet Marktkommunikation?;Marktkommunikation ist der standardisierte Austausch von Stammdaten, Messwerten, Lieferinformationen, Fahrplänen und Abrechnungsdaten zwischen Marktteilnehmern.;;;0
Energie;Strommarkt und Marktkommunikation;Warum braucht der Strommarkt standardisierte Prozesse?;Standardisierte Prozesse sorgen dafür, dass viele Marktteilnehmer Daten einheitlich austauschen und Lieferantenwechsel, Messung, Bilanzierung und Abrechnung nachvollziehbar ablaufen.;;;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet MaBiS?;MaBiS steht für Marktprozesse für die Bilanzkreisabrechnung Strom. Die Prozesse regeln unter anderem die Zuordnung und den Austausch relevanter Energiemengen für die Bilanzkreisabrechnung.;;;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet GPKE?;GPKE steht für Geschäftsprozesse zur Kundenbelieferung mit Elektrizität. Die Prozesse beschreiben unter anderem Abläufe bei Belieferung und Lieferantenwechsel.;;;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet WiM?;WiM steht für Wechselprozesse im Messwesen. Die Prozesse betreffen unter anderem den Wechsel oder die Zuordnung von Messstellenbetreibern.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Messlokation?;Eine Messlokation ist der Ort, an dem Energie gemessen wird. Die Messwerte werden Marktprozessen und Abrechnungen zugeordnet.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Marktlokation?;Eine Marktlokation ist eine Einheit, für die Energiemengen bilanziell oder vertraglich einem Marktpartner zugeordnet werden. Sie ist nicht dasselbe wie ein physischer Zähler.;;;0
Energie;Strommarkt und Marktkommunikation;Was sind Stammdaten?;Stammdaten sind relativ stabile Informationen über Marktobjekte, zum Beispiel eine Marktlokation, einen Netzanschluss oder einen Vertragspartner.;;;0
Energie;Strommarkt und Marktkommunikation;Warum sind Viertelstundenwerte wichtig?;Viertelstundenwerte bilden zeitliche Veränderungen von Erzeugung und Verbrauch genauer ab. Sie werden für Prognosen, Bilanzierung und bestimmte Abrechnungsprozesse verwendet.;;;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet Bilanzierung?;Bilanzierung vergleicht geplante und tatsächliche Energiemengen. Ziel ist, Abweichungen zwischen Einspeisung und Entnahme festzustellen und auszugleichen.;;;0
Energie;Strommarkt und Marktkommunikation;Wie setzt sich der Strompreis für Haushalte grundsätzlich zusammen?;Er besteht aus Beschaffung und Vertrieb, Netzentgelten, Steuern, Abgaben und Umlagen sowie der Umsatzsteuer. Zusätzlich kann ein Grundpreis anfallen. Die Anteile verändern sich mit Tarif, Region und Jahr.;;;0
Energie;Strommarkt und Marktkommunikation;Warum kann Strom in Deutschland für Haushalte teuer sein?;Der Endpreis enthält mehr als den Börsenpreis: Beschaffung und Vertrieb, Netzentgelte, staatliche Preisbestandteile und Umsatzsteuer. Außerdem wirken Brennstoffpreise, CO₂-Kosten, Knappheit, Netzausbau und regionale Kosten auf den Preis.;;;0
Energie;Strommarkt und Marktkommunikation;Wie hoch war ein durchschnittlicher Haushaltsstrompreis 2026 ungefähr?;Die BDEW-Strompreisanalyse Herbst 2026 nennt bisher durchschnittlich 37,0 ct/kWh. Davon entfielen dort 15,2 ct auf Beschaffung und Vertrieb, 9,2 ct auf Netzentgelte und 12,6 ct auf Steuern, Abgaben und Umlagen. Das ist ein Tarifdurchschnitt und keine bundesweit identische Rechnung.;;;0
Energie;Strommarkt und Marktkommunikation;Warum ist der Börsenpreis nicht gleich dem Preis auf der Stromrechnung?;Der Börsenpreis betrifft die Beschaffung für bestimmte Zeitintervalle. Auf der Rechnung kommen unter anderem Vertrieb, Netznutzung, Steuern, Abgaben, Umlagen, Umsatzsteuer und häufig ein Grundpreis hinzu.;;;0
Energie;Strommarkt und Marktkommunikation;Was sind Netzentgelte?;Netzentgelte sind Entgelte für die Nutzung der Stromnetze. Sie finanzieren unter anderem Betrieb, Wartung, Messung, Verluste und den Ausbau der Netzinfrastruktur. Sie sind weder der reine Energiepreis noch eine allgemeine Steuer.;;;0
Energie;Strommarkt und Marktkommunikation;Warum können Netzentgelte regional unterschiedlich und hoch sein?;Netze unterscheiden sich in Länge, Spannungsebene, Auslastung, Instandhaltungsbedarf und notwendigem Ausbau. Kosten werden nach gesetzlichen Regeln auf Netznutzer verteilt. Deshalb sind Netzentgelte je nach Netzgebiet und Kundengruppe unterschiedlich.;;;0
Energie;Strommarkt und Marktkommunikation;Wer kontrolliert die Netzentgelte?;Die Bundesnetzagentur und je nach Zuständigkeit Landesregulierungsbehörden überwachen die Regulierung der Netze und die zulässigen Erlöse. Netzbetreiber dürfen Entgelte nicht beliebig festlegen.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist die Bundesnetzagentur im Energiesystem?;Die Bundesnetzagentur ist eine unabhängige Bundesbehörde. Im Energiesektor reguliert und überwacht sie unter anderem Netze und Wettbewerb, begleitet Netzausbau und veröffentlicht Marktdaten. Sie erzeugt den Strom aber nicht selbst.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist das EEG?;Das Erneuerbare-Energien-Gesetz regelt den Ausbau und die Förderung erneuerbarer Stromerzeugung. Es legt unter anderem Fördermechanismen, Anschluss- und Abnahmeregeln sowie Bedingungen für die Vermarktung fest.;;;0
Energie;Strommarkt und Marktkommunikation;Wird die EEG-Umlage heute noch auf jeder Stromrechnung erhoben?;Nein. Die EEG-Umlage wurde für Letztverbraucher ab Juli 2022 auf null gesetzt. Seit 2023 wird die Finanzierung der EEG-Förderung im Wesentlichen aus Bundesmitteln organisiert. Das EEG selbst besteht trotzdem weiter.;;;0
Energie;Strommarkt und Marktkommunikation;Warum bedeutet ein hoher Anteil erneuerbarer Energien nicht automatisch einen niedrigen Haushaltsstrompreis?;Erneuerbare Anlagen können günstigen Strom erzeugen, aber der Endpreis enthält zusätzlich Netzkosten, Vertrieb, Steuern, Abgaben, Umlagen und Umsatzsteuer. Außerdem müssen Netze, Speicher, Reserven und Flexibilität finanziert werden.;;;0
Energie;Strommarkt und Marktkommunikation;Warum kann ein negativer Börsenpreis trotzdem zu einer positiven Stromrechnung führen?;Der negative Preis gilt für den Großhandel in bestimmten Zeiträumen. Die Rechnung eines Haushalts enthält aber weitere Preisbestandteile, zum Beispiel Netzentgelte, Steuern, Abgaben, Vertrieb und Umsatzsteuer.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist die Stromsteuer?;Die Stromsteuer ist eine staatliche Verbrauchsteuer auf elektrischen Strom. Sie ist nur ein Teil des Endpreises und nicht dasselbe wie Netzentgelt oder EEG-Förderung.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist die Konzessionsabgabe?;Die Konzessionsabgabe ist eine Zahlung von Energieversorgern an Kommunen für das Recht, öffentliche Wege und Straßen für Leitungen zu nutzen. Sie kann als Bestandteil des Strompreises weitergegeben werden.;;;0
Energie;Strommarkt und Marktkommunikation;Was ist Ausgleichsenergie?;Jeder Bilanzkreis soll im Voraus so planen, dass Einspeisung und Entnahme sich decken. Weicht die Wirklichkeit vom Plan ab, gleicht der Netzbetreiber die Differenz mit Regelenergie aus. Diese Differenz wird dem Bilanzkreis als Ausgleichsenergie in Rechnung gestellt oder vergütet. Das schafft einen Anreiz, möglichst genau zu planen.;What is balancing energy?;Every balancing group is supposed to plan in advance so that feed-in and withdrawal match. If reality deviates from the plan, the grid operator makes up the difference with control energy. This difference is charged to or paid to the balancing group as balancing energy. This creates an incentive to plan as accurately as possible.;0
Energie;Strommarkt und Marktkommunikation;Welche wichtigen Marktrollen gibt es im Strommarkt?;Zu den zentralen Rollen gehören der Netzbetreiber, der das Netz betreibt, der Stromlieferant, der Kunden beliefert, der Bilanzkreisverantwortliche, der die Mengen plant und ausgleicht, und der Messstellenbetreiber, der die Zähler betreibt und die Messwerte liefert. Diese Rollen tauschen nach festen Regeln Daten aus. Ein Unternehmen kann mehrere Rollen zugleich ausfüllen.;What are the important market roles in the electricity market?;The central roles include the grid operator, who runs the network, the electricity supplier, who serves customers, the balancing group manager, who plans and balances the volumes, and the metering point operator, who runs the meters and provides the readings. These roles exchange data according to fixed rules. One company can fill several roles at once.;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Messstellenbetreiber (MSB)?;Der Messstellenbetreiber ist dafür zuständig, den Stromzähler einzubauen, zu betreiben und die Messwerte zu erfassen und weiterzugeben. Diese Werte sind die Grundlage für Abrechnung und Bilanzierung. Es gibt den grundzuständigen Messstellenbetreiber und wettbewerbliche Anbieter, zwischen denen Kunden wählen können.;What is a metering point operator (MSB)?;The metering point operator is responsible for installing and operating the electricity meter and for recording and passing on the readings. These readings are the basis for billing and balancing. There is a default metering point operator and competitive providers, between which customers can choose.;0
Energie;Strommarkt und Marktkommunikation;Was ist der Unterschied zwischen Marktlokation (MaLo) und Messlokation (MeLo)?;Die Marktlokation ist der Ort, an dem Strom aus Marktsicht entnommen oder eingespeist wird, also die Einheit, die im Markt bilanziert und abgerechnet wird. Die Messlokation ist der konkrete Ort, an dem gemessen wird, also wo der Zähler sitzt. Meist gehört zu einer Marktlokation eine Messlokation, es können aber auch mehrere sein.;What is the difference between a market location (MaLo) and a metering location (MeLo)?;The market location is the point where electricity is withdrawn or fed in from a market perspective, that is the unit that is balanced and billed in the market. The metering location is the specific point where measurement takes place, that is where the meter sits. Usually one market location has one metering location, but there can be several.;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Standardlastprofil (SLP)?;Kleine Verbraucher wie Haushalte haben keinen Zähler, der viertelstündlich misst. Für sie nutzt man Standardlastprofile, also typische Verbrauchsverläufe über den Tag, die stellvertretend angesetzt werden. So kann der Verbrauch bilanziert werden, obwohl er nicht laufend einzeln gemessen wird.;What is a standard load profile (SLP)?;Small consumers such as households do not have a meter that measures every quarter hour. For them, standard load profiles are used, that is typical consumption patterns over the day that stand in for the real one. This allows their consumption to be balanced even though it is not measured continuously on an individual basis.;0
Energie;Strommarkt und Marktkommunikation;Was ist eine registrierende Leistungsmessung (RLM)?;Große Verbraucher werden nicht über ein Standardprofil abgebildet, sondern laufend gemessen, meist in Viertelstundenwerten. Diese registrierende Leistungsmessung liefert einen echten Lastgang, also den tatsächlichen Verlauf über die Zeit. Sie ist genauer und wird für Kunden ab einer bestimmten Verbrauchsgröße vorgeschrieben.;What is interval metering (RLM)?;Large consumers are not represented by a standard profile but measured continuously, usually in quarter-hour values. This interval metering provides a real load curve, that is the actual profile over time. It is more accurate and is required for customers above a certain consumption size.;0
Energie;Strommarkt und Marktkommunikation;Was ist EDIFACT und welche Rolle spielt es in der Marktkommunikation?;EDIFACT ist ein internationaler Standard für den elektronischen Austausch von Geschäftsdaten. Im deutschen Strommarkt tauschen die Marktpartner ihre Nachrichten in festgelegten EDIFACT-Formaten aus, damit die Systeme sie automatisch verarbeiten können. Bekannte Nachrichtentypen sind zum Beispiel UTILMD für Stammdaten und MSCONS für Messwerte.;What is EDIFACT and what role does it play in market communication?;EDIFACT is an international standard for the electronic exchange of business data. In the German electricity market, market partners exchange their messages in defined EDIFACT formats so that the systems can process them automatically. Well-known message types include UTILMD for master data and MSCONS for meter readings.;0
Energie;Strommarkt und Marktkommunikation;Was ist der Unterschied zwischen Spotmarkt und Terminmarkt?;Am Spotmarkt wird Strom für die sehr nahe Zukunft gehandelt, also für den nächsten Tag oder noch am selben Tag. Am Terminmarkt kauft und verkauft man Strom für Wochen, Monate oder Jahre im Voraus, um sich gegen Preisschwankungen abzusichern. Der Spotmarkt bildet die aktuelle Knappheit ab, der Terminmarkt die langfristige Erwartung.;What is the difference between the spot market and the forward market?;On the spot market, electricity is traded for the very near future, that is for the next day or even the same day. On the forward market, electricity is bought and sold for weeks, months or years in advance, to hedge against price swings. The spot market reflects current scarcity, the forward market the long-term expectation.;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Strombörse und was ist die EPEX SPOT?;Eine Strombörse ist ein Marktplatz, auf dem Strom standardisiert und transparent gehandelt wird. Für den kurzfristigen Handel in Deutschland und mehreren Nachbarländern ist die EPEX SPOT die zentrale Börse. Dort entstehen die viel zitierten Day-Ahead- und Intraday-Preise, an denen sich der ganze Markt orientiert.;What is a power exchange and what is EPEX SPOT?;A power exchange is a marketplace where electricity is traded in a standardised and transparent way. For short-term trading in Germany and several neighbouring countries, EPEX SPOT is the central exchange. This is where the widely cited day-ahead and intraday prices are formed, which the whole market takes its bearings from.;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet GeLi Gas im Vergleich zu GPKE?;GPKE regelt die einheitlichen Geschäftsprozesse für die Belieferung mit Strom, zum Beispiel den Lieferantenwechsel. GeLi Gas ist das Gegenstück für den Gasmarkt. Beide sorgen dafür, dass alle Marktpartner Wechsel und Abrechnung nach den gleichen Regeln und Fristen abwickeln, nur eben für Strom beziehungsweise Gas.;What does GeLi Gas mean compared with GPKE?;GPKE defines the uniform business processes for supplying electricity, for example switching suppliers. GeLi Gas is the counterpart for the gas market. Both ensure that all market partners handle switching and billing according to the same rules and deadlines, just for electricity and gas respectively.;0
