parent_category;subcategory;front_de;back_de;front_en;back_en;is_bidirectional
Energie;Energieträger und Stromerzeugung;Was ist Erdöl und wie ist es entstanden?;Erdöl ist eine fossile Flüssigkeit aus winzigen Meereslebewesen, die vor Millionen Jahren am Meeresgrund versanken. Unter Schichten, Druck und Hitze wurden sie langsam zu Öl. Aus Erdöl macht man Kraftstoffe wie Benzin und Diesel, aber auch Kunststoffe.;What is crude oil and how did it form?;Crude oil is a fossil liquid made from tiny sea creatures that sank to the seabed millions of years ago. Under layers, pressure and heat they slowly turned into oil. Crude oil is used to make fuels such as petrol and diesel, but also plastics.;0
Energie;Energieträger und Stromerzeugung;Wie wird Erdöl gewonnen und wie knapp ist es?;Erdöl wird über Bohrungen an Land und im Meer gefördert und dann in Raffinerien in verschiedene Produkte getrennt. Es ist begrenzt und ungleich über die Welt verteilt, weshalb es politisch und wirtschaftlich sehr wichtig ist. In großem Maßstab wird es seit dem späten 19. Jahrhundert genutzt.;How is crude oil extracted and how scarce is it?;Crude oil is produced through wells on land and at sea and then separated into different products in refineries. It is limited and unevenly distributed around the world, which makes it politically and economically very important. It has been used on a large scale since the late 19th century.;0
Energie;Energieträger und Stromerzeugung;Was ist Erdgas und wofür wird es genutzt?;Erdgas ist ein fossiler Brennstoff, der vor allem aus Methan besteht. Es entstand ähnlich wie Erdöl aus abgestorbenen Lebewesen. Man nutzt es zum Heizen, für Industrieprozesse und in Kraftwerken zur Stromerzeugung. Beim Verbrennen entsteht weniger CO2 als bei Kohle, es bleibt aber ein fossiler Energieträger.;What is natural gas and what is it used for?;Natural gas is a fossil fuel made mainly of methane. It formed much like crude oil from dead organisms. It is used for heating, for industrial processes and in power plants to generate electricity. Burning it produces less CO2 than coal, but it is still a fossil fuel.;0
Energie;Energieträger und Stromerzeugung;Was ist LNG und warum spielt es eine Rolle?;LNG steht für verflüssigtes Erdgas. Gas wird auf etwa minus 162 Grad Celsius abgekühlt, dadurch wird es flüssig und schrumpft stark im Volumen. So lässt es sich mit Schiffen über weite Strecken transportieren, statt nur durch Pipelines. Für Deutschland wurde LNG wichtig, um Gas aus verschiedenen Ländern zu beziehen.;What is LNG and why does it matter?;LNG stands for liquefied natural gas. Gas is cooled to about minus 162 degrees Celsius, which turns it liquid and shrinks its volume dramatically. This lets it be shipped over long distances instead of only through pipelines. LNG became important for Germany as a way to source gas from various countries.;0
Energie;Energieträger und Stromerzeugung;Was ist Kernenergie und wie entsteht daraus Strom?;Bei der Kernenergie werden Atomkerne des Brennstoffs Uran gespalten. Dabei wird sehr viel Wärme frei. Diese Wärme erzeugt Dampf, der eine Turbine und einen Generator antreibt, ganz ähnlich wie in einem Kohlekraftwerk, nur ohne Verbrennung. Im Betrieb entsteht dabei fast kein CO2, aber radioaktiver Abfall.;What is nuclear energy and how does it make electricity?;In nuclear energy, the nuclei of the fuel uranium are split. This releases a great deal of heat. The heat produces steam that drives a turbine and a generator, much like in a coal plant but without combustion. During operation almost no CO2 is produced, but radioactive waste is.;0
Energie;Energieträger und Stromerzeugung;Was ist Uran, wie selten ist es und seit wann nutzt man Kernkraft?;Uran ist ein schweres, natürlich vorkommendes Metall, das in geringer Konzentration in Gestein steckt und bergmännisch gewonnen wird. Nur ein kleiner Teil des natürlichen Urans ist gut spaltbar und muss angereichert werden. Zur Stromerzeugung wird Kernkraft seit den 1950er-Jahren genutzt. Ein Vorteil ist die sehr hohe Energiedichte: Eine kleine Menge Uran liefert sehr viel Energie.;What is uranium, how rare is it, and since when has nuclear power been used?;Uranium is a heavy, naturally occurring metal found in low concentrations in rock and extracted by mining. Only a small part of natural uranium splits easily and must be enriched. Nuclear power has been used to generate electricity since the 1950s. One advantage is its very high energy density: a small amount of uranium delivers a great deal of energy.;0
Energie;Energieträger und Stromerzeugung;Was ist Wasserkraft und warum ist ihr Wirkungsgrad so hoch?;Wasserkraft nutzt bewegtes Wasser, das eine Turbine antreibt. Weil das Wasser die Turbine direkt mechanisch bewegt und keine Wärme im Spiel ist, gelten hier die Verluste der Wärmekraftwerke nicht. Deshalb erreicht Wasserkraft Wirkungsgrade von rund 90 Prozent. Sie ist erneuerbar und gut regelbar, aber an geeignete Flüsse und Höhenunterschiede gebunden.;What is hydropower and why is its efficiency so high?;Hydropower uses moving water to drive a turbine. Because the water moves the turbine directly and no heat is involved, the losses of thermal power plants do not apply. That is why hydropower reaches efficiencies of around 90 percent. It is renewable and easy to control, but tied to suitable rivers and differences in height.;0
Energie;Energieträger und Stromerzeugung;Was ist Biogas und wie wird es gewonnen?;Biogas entsteht, wenn Mikroorganismen organisches Material wie Gülle, Mist oder Pflanzenreste ohne Sauerstoff abbauen. Dabei bildet sich vor allem Methan, das man wie Erdgas zum Heizen oder zur Stromerzeugung nutzen kann. Biogas gilt als erneuerbar, weil die Pflanzen beim Wachsen vorher CO2 aufgenommen haben.;What is biogas and how is it produced?;Biogas forms when microorganisms break down organic material such as slurry, manure or plant residues without oxygen. This mainly produces methane, which can be used like natural gas for heating or generating electricity. Biogas is considered renewable because the plants absorbed CO2 while growing.;0
Energie;Energieträger und Stromerzeugung;Was ist Wasserstoff als Energieträger?;Wasserstoff ist das leichteste Gas und dient als Energiespeicher, nicht als Energiequelle. Man muss ihn erst mit Energie herstellen, meist aus Wasser. Verbrennt oder verstromt man ihn wieder, entsteht als Abgas nur Wasser. Wasserstoff ist interessant, weil man mit ihm Energie speichern und transportieren kann, wenn gerade viel Strom aus Wind und Sonne da ist.;What is hydrogen as an energy carrier?;Hydrogen is the lightest gas and serves as an energy store, not an energy source. You first have to make it using energy, usually from water. When it is burned or converted back to electricity, the only exhaust is water. Hydrogen is interesting because it lets you store and transport energy when there is a lot of wind and solar power available.;0
Energie;Energieträger und Stromerzeugung;Was ist Elektrolyse?;Elektrolyse ist ein Verfahren, das mit elektrischem Strom Wasser in seine Bestandteile Wasserstoff und Sauerstoff zerlegt. Nutzt man dafür Strom aus Wind oder Sonne, spricht man von grünem Wasserstoff. So kann überschüssiger Ökostrom in einen speicherbaren Brennstoff umgewandelt werden.;What is electrolysis?;Electrolysis is a process that uses electric current to split water into its parts, hydrogen and oxygen. If the electricity comes from wind or sun, the result is called green hydrogen. This lets surplus renewable electricity be turned into a storable fuel.;0
Energie;Energieträger und Stromerzeugung;Was sind E-Fuels?;E-Fuels sind künstlich hergestellte Kraftstoffe. Man gewinnt zuerst Wasserstoff durch Elektrolyse und verbindet ihn mit CO2 zu flüssigen Kraftstoffen, die Benzin oder Diesel ähneln. Der Vorteil ist, dass man sie in vorhandenen Motoren und Tanks nutzen kann. Der Nachteil ist, dass viel Strom nötig ist und dadurch der Gesamtwirkungsgrad niedrig ausfällt.;What are e-fuels?;E-fuels are synthetically produced fuels. First hydrogen is obtained through electrolysis, then combined with CO2 to make liquid fuels similar to petrol or diesel. The advantage is that they work in existing engines and tanks. The drawback is that a lot of electricity is needed, which makes the overall efficiency low.;0
Energie;Energieträger und Stromerzeugung;Warum ist der Wirkungsgrad von Wasserstoff und E-Fuels ein Thema?;Bei jeder Umwandlung geht Energie verloren. Bei grünem Wasserstoff kommt am Ende oft nur rund die Hälfte der eingesetzten Stromenergie an, bei E-Fuels häufig nur ein Fünftel bis ein Viertel. Ein Elektroauto nutzt den Strom viel direkter. Deshalb setzt man Wasserstoff und E-Fuels vor allem dort ein, wo Batterien schlecht passen, etwa in Industrie, Schiffen oder Flugzeugen.;Why is the efficiency of hydrogen and e-fuels an issue?;"Energy is lost at every conversion step. With green hydrogen, often only about half of the electricity used arrives in the end; with e-fuels frequently only a fifth to a quarter. An electric car uses the electricity far more directly. That is why hydrogen and e-fuels are used mainly where batteries fit poorly, such as in industry, ships or aircraft.";0
Energie;Energieträger und Stromerzeugung;Was ist eine Brennstoffzelle?;Eine Brennstoffzelle wandelt Wasserstoff direkt in Strom um, ohne ihn zu verbrennen. Sie ist gewissermaßen das Gegenstück zur Elektrolyse. Als Abgas entsteht nur Wasser. Brennstoffzellen werden zum Beispiel in manchen Fahrzeugen und zur Notstromversorgung eingesetzt.;What is a fuel cell?;A fuel cell converts hydrogen directly into electricity without burning it. It is in effect the reverse of electrolysis. The only exhaust is water. Fuel cells are used, for example, in some vehicles and for backup power.;0
Energie;Energieträger und Stromerzeugung;Was bedeuten die Farben bei Wasserstoff, etwa grün und grau?;Die Farben beschreiben, wie der Wasserstoff hergestellt wurde. Grüner Wasserstoff entsteht per Elektrolyse mit Strom aus erneuerbaren Quellen. Grauer Wasserstoff wird aus Erdgas gewonnen und setzt dabei CO2 frei. Blauer Wasserstoff stammt ebenfalls aus Erdgas, das CO2 wird aber abgeschieden und gespeichert. Die Farbe sagt also etwas über die Klimawirkung.;What do the colours of hydrogen mean, such as green and grey?;The colours describe how the hydrogen was produced. Green hydrogen is made by electrolysis using electricity from renewable sources. Grey hydrogen is made from natural gas and releases CO2 in the process. Blue hydrogen also comes from natural gas, but the CO2 is captured and stored. So the colour says something about the climate impact.;0
Energie;Energieträger und Stromerzeugung;Was ist ein Pumpspeicherkraftwerk?;Ein Pumpspeicherkraftwerk speichert Energie mit Wasser. Bei Stromüberschuss pumpt es Wasser in ein höher gelegenes Becken. Wird Strom gebraucht, lässt man das Wasser wieder nach unten durch eine Turbine fließen. Es ist heute die wichtigste großtechnische Möglichkeit, größere Mengen Strom zu speichern, und ergänzt Batteriespeicher.;What is a pumped-storage power plant?;A pumped-storage plant stores energy using water. When there is surplus electricity, it pumps water up into a higher reservoir. When electricity is needed, the water is released back down through a turbine. Today it is the most important large-scale way to store larger amounts of electricity, complementing battery storage.;0
Energie;Energieträger und Stromerzeugung;Wie kann man fossile, erneuerbare und nukleare Energieträger grob einordnen?;Fossile Energieträger wie Kohle, Erdöl und Erdgas sind gespeicherte Sonnenenergie aus der Urzeit, gut speicherbar, aber begrenzt und klimaschädlich. Erneuerbare wie Wind, Sonne und Wasser sind praktisch unerschöpflich und klimafreundlich, dafür teils schwankend. Kernenergie liefert im Betrieb fast CO2-frei viel Strom, erzeugt aber radioaktiven Abfall. Diese drei Gruppen unterscheiden sich in Verfügbarkeit, Klimawirkung und Steuerbarkeit.;How can you roughly classify fossil, renewable and nuclear energy sources?;Fossil fuels such as coal, oil and gas are stored solar energy from ancient times, easy to store but limited and harmful to the climate. Renewables such as wind, sun and water are practically inexhaustible and climate-friendly, but partly variable. Nuclear energy delivers a lot of electricity with almost no CO2 during operation, but produces radioactive waste. These three groups differ in availability, climate impact and controllability.;0
Energie;Energieträger und Stromerzeugung;Was bedeutet grundlastfähig und welche Energieträger sind es?;Grundlastfähig heißt, dass eine Anlage rund um die Uhr eine gleichmäßige Leistung liefern kann, unabhängig vom Wetter. Kohle-, Gas-, Kern- und Wasserkraftwerke können das grundsätzlich. Wind und Sonne sind es nicht, weil sie vom Wetter abhängen. Deshalb braucht ein System mit viel Wind und Sonne zusätzlich Speicher und flexible Kraftwerke.;What does baseload-capable mean and which sources are?;Baseload-capable means a plant can deliver steady output around the clock, regardless of the weather. Coal, gas, nuclear and hydro plants can generally do this. Wind and sun cannot, because they depend on the weather. That is why a system with a lot of wind and sun also needs storage and flexible power plants.;0
Energie;Stromnetz und Übertragungsnetz;Welche Hauptbereiche hat ein Stromsystem?;Ein Stromsystem umfasst Erzeugung, Übertragung, Verteilung und Verbrauch. Zusätzlich gehören Messung, Marktprozesse, Systemführung und Regelung dazu.;What are the main parts of a power system?;A power system covers generation, transmission, distribution and consumption. It also includes metering, market processes, system operation and control.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Übertragungsnetz?;Das Übertragungsnetz transportiert große elektrische Leistungen über weite Entfernungen. Es arbeitet mit sehr hohen Spannungen und verbindet Regionen, Erzeugungszentren und Nachbarländer.;What is a transmission grid?;The transmission grid carries large amounts of electrical power over long distances. It operates at very high voltages and connects regions, generation centres and neighbouring countries.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Verteilnetz?;Das Verteilnetz verteilt elektrische Energie von Umspannwerken zu Gewerbe, Industrie und Haushalten.;What is a distribution grid?;The distribution grid distributes electrical energy from substations to commerce, industry and households.;0
Energie;Stromnetz und Übertragungsnetz;Welche Spannungsebenen gibt es?;Man unterscheidet grundsätzlich Höchstspannung, Hochspannung, Mittelspannung und Niederspannung. Die genauen Spannungswerte können je nach Netz und Anwendung variieren.;What voltage levels are there?;The basic distinction is between extra-high, high, medium and low voltage. The exact voltage values can vary depending on the grid and application.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Freileitungsmast?;Ein Freileitungsmast trägt Leiterseile und hält sie mit ausreichendem Abstand zu Boden und anderen Bauteilen.;What is an overhead line pylon?;An overhead line pylon carries conductor cables and keeps them at a safe distance from the ground and other structures.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Leiterseil?;Ein Leiterseil führt den elektrischen Strom einer Freileitung. Es besteht häufig aus Aluminium oder Aluminiumlegierungen und kann mechanisch verstärkt sein.;What is a conductor cable?;A conductor cable carries the electric current of an overhead line. It is often made of aluminium or aluminium alloys and can be mechanically reinforced.;0
Energie;Stromnetz und Übertragungsnetz;Was machen Isolatoren?;Isolatoren halten Leiterseile am Mast und isolieren sie elektrisch vom Mast. Dadurch wird ein Stromfluss zur Erde verhindert.;What do insulators do?;Insulators hold conductor cables on the pylon and electrically insulate them from it, preventing current from flowing to the ground.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Erdkabel?;Ein Erdkabel führt elektrische Energie unterirdisch. Es benötigt Isolation, mechanischen Schutz und ausreichende Wärmeabfuhr.;What is an underground cable?;An underground cable carries electrical energy below ground. It needs insulation, mechanical protection and sufficient heat dissipation.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Umspannwerk?;Ein Umspannwerk verbindet Netzebenen oder Leitungen. Dort kann die Spannung verändert, geschaltet, gemessen und geschützt werden.;What is a substation?;A substation connects grid levels or lines. There, voltage can be changed, switched, measured and protected.;0
Energie;Stromnetz und Übertragungsnetz;Was ist eine Schaltanlage?;Eine Schaltanlage verbindet, schützt und schaltet elektrische Betriebsmittel. Dazu gehören unter anderem Sammelschienen, Leistungsschalter und Messwandler.;What is a switchgear installation?;A switchgear installation connects, protects and switches electrical equipment. This includes busbars, circuit breakers and instrument transformers, among other things.;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Leistungsschalter?;Ein Leistungsschalter kann Stromkreise im Normalbetrieb und bei Fehlern schalten. Bei einem Kurzschluss kann er den Fehlerstrom sicher unterbrechen.;What does a circuit breaker do?;A circuit breaker can switch circuits during normal operation and during faults. In the event of a short circuit, it can safely interrupt the fault current.;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Schutzrelais?;Ein Schutzrelais überwacht elektrische Größen und erkennt unzulässige Zustände. Es kann einen Leistungsschalter auslösen und den Fehler begrenzen.;What does a protection relay do?;A protection relay monitors electrical quantities and detects impermissible conditions. It can trip a circuit breaker and limit the fault.;0
Energie;Stromnetz und Übertragungsnetz;Was ist eine Sammelschiene?;Eine Sammelschiene ist ein leitfähiger Verbindungspunkt in einer Schaltanlage. Über sie werden mehrere Leitungen oder Betriebsmittel verbunden.;What is a busbar?;A busbar is a conductive connection point in a switchgear installation. Several lines or pieces of equipment are connected through it.;0
Energie;Stromnetz und Übertragungsnetz;Warum wird Spannung für den Transport erhöht?;Bei gleicher Leistung führt eine höhere Spannung zu einem kleineren Strom. Dadurch sinken die ohmschen Leitungsverluste, die ungefähr mit I² · R wachsen.;Why is voltage raised for transport?;For the same power, a higher voltage results in a lower current. This reduces resistive line losses, which grow roughly with I² · R.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Messwandler?;Ein Messwandler bildet hohe Spannungen oder Ströme auf kleinere messbare Werte ab. So können Mess- und Schutzgeräte sicher angeschlossen werden.;What is an instrument transformer?;An instrument transformer scales down high voltages or currents to smaller, measurable values, so metering and protection devices can be connected safely.;0
Energie;Stromnetz und Übertragungsnetz;Was macht ein Übertragungsnetzbetreiber?;Ein Übertragungsnetzbetreiber betreibt das Höchstspannungsnetz, hält die Systemsicherheit aufrecht, koordiniert Stromflüsse und sorgt für den Ausgleich von Erzeugung und Verbrauch.;What does a transmission system operator do?;A transmission system operator runs the extra-high-voltage grid, maintains system security, coordinates power flows and helps balance generation and consumption.;0
Energie;Stromnetz und Übertragungsnetz;Was macht TenneT grundsätzlich?;TenneT ist ein Übertragungsnetzbetreiber. TenneT betreibt Übertragungsnetze, überwacht den Systemzustand und koordiniert Maßnahmen für einen sicheren Netzbetrieb.;What does TenneT do, in general terms?;TenneT is a transmission system operator. TenneT operates transmission grids, monitors the state of the system and coordinates measures for secure grid operation.;0
Energie;Stromnetz und Übertragungsnetz;Was macht 50Hertz grundsätzlich?;50Hertz ist ein Übertragungsnetzbetreiber. Das Unternehmen betreibt einen Teil des deutschen Übertragungsnetzes und koordiniert Maßnahmen für einen sicheren Stromtransport.;What does 50Hertz do, in general terms?;50Hertz is a transmission system operator. The company operates part of the German transmission grid and coordinates measures for secure power transport.;0
Energie;Stromnetz und Übertragungsnetz;Was bedeutet das N-1-Prinzip?;Das N-1-Prinzip bedeutet, dass der Ausfall eines einzelnen wichtigen Betriebsmittels beherrschbar sein soll, ohne dass die Systemsicherheit verloren geht.;What does the N-1 principle mean?;The N-1 principle means that the failure of a single important piece of equipment should be manageable without losing system security.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Netzengpass?;Ein Netzengpass liegt vor, wenn eine Leitung oder ein anderes Betriebsmittel seine thermischen, elektrischen oder stabilitätsbedingten Grenzen erreicht.;What is a grid bottleneck?;A grid bottleneck occurs when a line or other piece of equipment reaches its thermal, electrical or stability-related limits.;0
Energie;Stromnetz und Übertragungsnetz;Was passiert bei zu wenig Erzeugungsleistung?;Bei zu wenig Erzeugungsleistung sinkt die Netzfrequenz tendenziell. Regelreserven müssen zusätzliche Leistung bereitstellen oder Verbrauch muss angepasst werden.;What happens when there is too little generation capacity?;When generation capacity is too low, the grid frequency tends to drop. Control reserves must supply additional power, or consumption must be adjusted.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Systemführung?;Systemführung umfasst die Überwachung, Bewertung und Steuerung des Stromnetzes. Dazu gehören Messungen, Prognosen, Schalthandlungen und Sicherheitsmaßnahmen.;What is system operation?;System operation covers the monitoring, assessment and control of the power grid. This includes measurements, forecasts, switching actions and safety measures.;0
Energie;Stromnetz und Übertragungsnetz;Was ist HGÜ?;HGÜ bedeutet Hochspannungs-Gleichstrom-Übertragung. Sie wird für große Leistungen über lange Entfernungen oder für bestimmte Seekabelverbindungen eingesetzt.;What is HVDC?;HVDC stands for High-Voltage Direct Current. It is used for large amounts of power over long distances or for certain submarine cable connections.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Konverter bei einer HGÜ-Verbindung?;Ein Konverter wandelt Wechselstrom in Gleichstrom oder Gleichstrom in Wechselstrom um. Dadurch kann die HGÜ-Verbindung an Wechselstromnetze angeschlossen werden.;What is a converter in an HVDC link?;A converter turns alternating current into direct current, or direct current into alternating current. This lets the HVDC link connect to AC grids.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Offshore-Netz?;Ein Offshore-Netz verbindet Erzeugungsanlagen auf See mit dem Land und kann mehrere Netzbereiche miteinander verbinden.;What is an offshore grid?;An offshore grid connects generation plants at sea to land and can link several grid areas together.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Blindleistungskompensation und warum braucht man sie?;Weil Blindleistung die Leitungen belastet und die Spannung beeinflusst, wird sie möglichst dort erzeugt oder aufgenommen, wo sie gebraucht wird. Dafür nutzt man Geräte wie Kondensatoren, Drosseln oder moderne Anlagen wie STATCOM. Netzbetreiber setzen sie ein, um die Spannung im vorgeschriebenen Bereich zu halten und Leitungen zu entlasten.;What is reactive power compensation and why is it needed?;Because reactive power loads the lines and affects the voltage, it is generated or absorbed as close as possible to where it is needed. This is done with devices such as capacitors, reactors or modern equipment like STATCOM. Grid operators use them to keep the voltage within the required range and to relieve the lines.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Spannungshaltung im Stromnetz?;Spannungshaltung bedeutet, die Spannung an jedem Punkt des Netzes in einem engen erlaubten Bereich zu halten. Wird zu viel oder zu wenig Leistung übertragen, kann die Spannung steigen oder sinken. Netzbetreiber gleichen das unter anderem mit Blindleistung, Transformatorstufen und Kompensationsanlagen aus. Stabile Spannung schützt Geräte und Netz.;What is voltage control in the power grid?;Voltage control means keeping the voltage at every point of the grid within a narrow permitted range. If too much or too little power is transmitted, the voltage can rise or fall. Grid operators balance this using reactive power, transformer tap changers and compensation equipment, among other things. Stable voltage protects both devices and the grid.;0
Energie;Stromnetz und Übertragungsnetz;Was ist ein Trennschalter und wie unterscheidet er sich vom Leistungsschalter?;Ein Leistungsschalter kann einen Stromkreis auch unter Last und im Fehlerfall schnell und sicher unterbrechen. Ein Trennschalter dagegen wird nur geschaltet, wenn kein Strom fließt, und stellt eine sichtbare, sichere Trennung her, etwa für Wartungsarbeiten. Beide zusammen sorgen für sicheres Schalten in Umspannwerken.;What is a disconnector and how does it differ from a circuit breaker?;A circuit breaker can interrupt a circuit quickly and safely even under load and during a fault. A disconnector, by contrast, is only operated when no current flows and creates a visible, safe separation, for example for maintenance work. Together they allow safe switching in substations.;0
Energie;Stromnetz und Übertragungsnetz;Was ist Schwarzstartfähigkeit?;Schwarzstartfähig ist ein Kraftwerk, das nach einem großflächigen Stromausfall ohne Strom von außen wieder anlaufen kann. Solche Kraftwerke sind wichtig, um nach einem Blackout Schritt für Schritt das Netz wieder aufzubauen. Nicht jedes Kraftwerk kann das, denn viele brauchen selbst erst Strom, um zu starten.;What is black-start capability?;A black-start-capable power plant can restart after a widespread blackout without electricity from outside. Such plants are important for rebuilding the grid step by step after a blackout. Not every plant can do this, because many need electricity themselves in order to start.;0
Energie;Strommarkt und Marktkommunikation;Was ist der Day-Ahead-Markt?;Am Day-Ahead-Markt werden Strommengen für den folgenden Tag gehandelt. Die Gebote werden vor dem Lieferzeitpunkt zusammengeführt.;What is the day-ahead market?;On the day-ahead market, electricity volumes are traded for the following day. Bids are matched before the delivery time.;0
Energie;Strommarkt und Marktkommunikation;Was ist der Intraday-Markt?;Am Intraday-Markt können Marktteilnehmer ihre Positionen näher am Lieferzeitpunkt anpassen. Das ist bei veränderten Prognosen besonders wichtig.;What is the intraday market?;On the intraday market, participants can adjust their positions closer to delivery time. This is especially important when forecasts change.;0
Energie;Strommarkt und Marktkommunikation;Was ist die Merit-Order?;Die Merit-Order ordnet verfügbare Kraftwerke nach ihren kurzfristigen Grenzkosten. Günstigere Angebote werden grundsätzlich zuerst berücksichtigt.;What is the merit order?;The merit order ranks available power plants by their short-term marginal costs. Cheaper offers are generally used first.;0
Energie;Strommarkt und Marktkommunikation;Warum kann der Strompreis steigen?;Der Preis kann steigen, wenn die Nachfrage hoch ist, günstige Erzeugung fehlt oder Brennstoff- und CO₂-Kosten steigen.;Why can the electricity price rise?;The price can rise when demand is high, cheap generation is unavailable, or fuel and CO₂ costs increase.;0
Energie;Strommarkt und Marktkommunikation;Warum können negative Strompreise entstehen?;Negative Preise können entstehen, wenn viel Strom angeboten wird, die Nachfrage gering ist und Anlagen oder Marktteilnehmer nicht kurzfristig reagieren können.;Why can negative electricity prices occur?;Negative prices can occur when a lot of electricity is on offer, demand is low, and plants or market participants cannot react quickly.;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Bilanzkreis?;Ein Bilanzkreis ist eine virtuelle energiewirtschaftliche Einheit, in der Einspeisungen, Entnahmen und Handelsgeschäfte bilanziell zusammengefasst werden.;What is a balancing group?;A balancing group is a virtual energy-industry unit in which feed-in, withdrawal and trading transactions are combined for balancing purposes.;0
Energie;Strommarkt und Marktkommunikation;Was macht ein Bilanzkreisverantwortlicher?;Er plant und verantwortet die Fahrpläne seines Bilanzkreises. Abweichungen zwischen Planung und tatsächlicher Einspeisung oder Entnahme werden bilanziell ausgeglichen.;What does a balancing group manager do?;They plan and are responsible for their balancing group's schedules. Deviations between planned and actual feed-in or withdrawal are settled through balancing.;0
Energie;Strommarkt und Marktkommunikation;Was macht ein Stromlieferant?;Ein Stromlieferant verkauft Strom an Kunden und übernimmt die energiewirtschaftliche Belieferung. Er ist nicht automatisch Betreiber des lokalen Netzes.;What does an electricity supplier do?;An electricity supplier sells electricity to customers and takes on the commercial side of supply. It is not automatically the operator of the local grid.;0
Energie;Strommarkt und Marktkommunikation;Was ist ein Fahrplan?;Ein Fahrplan beschreibt, welche Leistung oder Energiemenge zu bestimmten Zeitpunkten voraussichtlich erzeugt, verbraucht oder ausgetauscht wird.;What is a schedule?;A schedule describes what power or amount of energy is expected to be generated, consumed or exchanged at particular times.;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Regelzone?;Eine Regelzone ist ein abgegrenzter Netzbereich, für dessen Bilanz zwischen Erzeugung und Verbrauch ein Übertragungsnetzbetreiber verantwortlich ist.;What is a control area?;A control area is a defined grid region for whose balance between generation and consumption a transmission system operator is responsible.;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet Marktkommunikation?;Marktkommunikation ist der standardisierte Austausch von Stammdaten, Messwerten, Lieferinformationen, Fahrplänen und Abrechnungsdaten zwischen Marktteilnehmern.;What does market communication mean?;Market communication is the standardised exchange of master data, meter readings, delivery information, schedules and billing data between market participants.;0
Energie;Strommarkt und Marktkommunikation;Warum braucht der Strommarkt standardisierte Prozesse?;Standardisierte Prozesse sorgen dafür, dass viele Marktteilnehmer Daten einheitlich austauschen und Lieferantenwechsel, Messung, Bilanzierung und Abrechnung nachvollziehbar ablaufen.;Why does the electricity market need standardised processes?;Standardised processes let many market participants exchange data consistently and make supplier switching, metering, balancing and billing traceable.;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet MaBiS?;MaBiS steht für Marktprozesse für die Bilanzkreisabrechnung Strom. Die Prozesse regeln unter anderem die Zuordnung und den Austausch relevanter Energiemengen für die Bilanzkreisabrechnung.;What does MaBiS mean?;MaBiS stands for market processes for electricity balancing group settlement. Among other things, these processes govern the allocation and exchange of energy volumes relevant to balancing group settlement.;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet GPKE?;GPKE steht für Geschäftsprozesse zur Kundenbelieferung mit Elektrizität. Die Prozesse beschreiben unter anderem Abläufe bei Belieferung und Lieferantenwechsel.;What does GPKE mean?;GPKE stands for business processes for supplying customers with electricity. Among other things, these processes describe procedures for supply and switching suppliers.;0
Energie;Strommarkt und Marktkommunikation;Was bedeutet WiM?;WiM steht für Wechselprozesse im Messwesen. Die Prozesse betreffen unter anderem den Wechsel oder die Zuordnung von Messstellenbetreibern.;What does WiM mean?;WiM stands for switching processes in metering. Among other things, these processes concern switching or assigning metering point operators.;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Messlokation?;Eine Messlokation ist der Ort, an dem Energie gemessen wird. Die Messwerte werden Marktprozessen und Abrechnungen zugeordnet.;What is a metering location?;A metering location is the point where energy is measured. The readings are assigned to market processes and billing.;0
Energie;Strommarkt und Marktkommunikation;Was ist eine Marktlokation?;Eine Marktlokation ist eine Einheit, für die Energiemengen bilanziell oder vertraglich einem Marktpartner zugeordnet werden. Sie ist nicht dasselbe wie ein physischer Zähler.;What is a market location?;A market location is a unit to which amounts of energy are allocated, for balancing or contractual purposes, to a market partner. It is not the same as a physical meter.;0
Energie;Strommarkt und Marktkommunikation;Was sind Stammdaten?;Stammdaten sind relativ stabile Informationen über Marktobjekte, zum Beispiel eine Marktlokation, einen Netzanschluss oder einen Vertragspartner.;What is master data?;Master data is relatively stable information about market objects, for example a market location, a grid connection or a contract partner.;0
